station,name,date,latitude,longitude,elevation,precipitation
CA001101158,BURNABY SIMON FRASER U,2016-02-03,49.2833,-122.9167,366,182
CA001101158,BURNABY SIMON FRASER U,2016-02-04,49.2833,-122.9167,366,64
CA001101158,BURNABY SIMON FRASER U,2016-02-05,49.2833,-122.9167,366,72
CA001101158,BURNABY SIMON FRASER U,2016-02-07,49.2833,-122.9167,366,10
CA001101158,BURNABY SIMON FRASER U,2016-02-08,49.2833,-122.9167,366,0
CA001101158,BURNABY SIMON FRASER U,2016-02-09,49.2833,-122.9167,366,0
CA001101158,BURNABY SIMON FRASER U,2016-02-10,49.2833,-122.9167,366,52
CA001101158,BURNABY SIMON FRASER U,2016-02-11,49.2833,-122.9167,366,293
CA001101158,BURNABY SIMON FRASER U,2016-02-12,49.2833,-122.9167,366,15
CA001101158,BURNABY SIMON FRASER U,2016-02-13,49.2833,-122.9167,366,297
CA001101158,BURNABY SIMON FRASER U,2016-02-14,49.2833,-122.9167,366,76
CA001101158,BURNABY SIMON FRASER U,2016-02-16,49.2833,-122.9167,366,162
CA001101158,BURNABY SIMON FRASER U,2016-02-20,49.2833,-122.9167,366,0
CA001101158,BURNABY SIMON FRASER U,2016-02-21,49.2833,-122.9167,366,15
CA001101158,BURNABY SIMON FRASER U,2016-02-22,49.2833,-122.9167,366,6
CA001101158,BURNABY SIMON FRASER U,2016-02-23,49.2833,-122.9167,366,0
CA001101158,BURNABY SIMON FRASER U,2016-02-26,49.2833,-122.9167,366,20
CA001101158,BURNABY SIMON FRASER U,2016-02-27,49.2833,-122.9167,366,54
CA001101158,BURNABY SIMON FRASER U,2016-02-28,49.2833,-122.9167,366,112
CA001101158,BURNABY SIMON FRASER U,2016-02-29,49.2833,-122.9167,366,42
CA001101158,BURNABY SIMON FRASER U,2016-03-01,49.2833,-122.9167,366,230
CA001101158,BURNABY SIMON FRASER U,2016-03-02,49.2833,-122.9167,366,67
CA001101158,BURNABY SIMON FRASER U,2016-03-03,49.2833,-122.9167,366,40
CA001101158,BURNABY SIMON FRASER U,2016-03-04,49.2833,-122.9167,366,58
CA001101158,BURNABY SIMON FRASER U,2016-03-05,49.2833,-122.9167,366,83
CA001101158,BURNABY SIMON FRASER U,2016-03-06,49.2833,-122.9167,366,24
CA001101158,BURNABY SIMON FRASER U,2016-03-07,49.2833,-122.9167,366,126
CA001101158,BURNABY SIMON FRASER U,2016-03-08,49.2833,-122.9167,366,22
CA001101158,BURNABY SIMON FRASER U,2016-03-09,49.2833,-122.9167,366,70
CA001101158,BURNABY SIMON FRASER U,2016-03-11,49.2833,-122.9167,366,175
CA001101158,BURNABY SIMON FRASER U,2016-03-12,49.2833,-122.9167,366,54
CA001101158,BURNABY SIMON FRASER U,2016-03-13,49.2833,-122.9167,366,174
CA001101158,BURNABY SIMON FRASER U,2016-03-14,49.2833,-122.9167,366,50
CA001101158,BURNABY SIMON FRASER U,2016-03-15,49.2833,-122.9167,366,28
CA001101158,BURNABY SIMON FRASER U,2016-03-16,49.2833,-122.9167,366,0
CA001101158,BURNABY SIMON FRASER U,2016-03-17,49.2833,-122.9167,366,0
CA001101158,BURNABY SIMON FRASER U,2016-03-18,49.2833,-122.9167,366,0
CA001101158,BURNABY SIMON FRASER U,2016-03-19,49.2833,-122.9167,366,0
CA001101158,BURNABY SIMON FRASER U,2016-03-20,49.2833,-122.9167,366,206
CA001101158,BURNABY SIMON FRASER U,2016-03-21,49.2833,-122.9167,366,50
CA001101158,BURNABY SIMON FRASER U,2016-03-22,49.2833,-122.9167,366,10
CA001101158,BURNABY SIMON FRASER U,2016-03-23,49.2833,-122.9167,366,180
CA001101158,BURNABY SIMON FRASER U,2016-03-24,49.2833,-122.9167,366,302
CA001101158,BURNABY SIMON FRASER U,2016-03-25,49.2833,-122.9167,366,0
CA001101158,BURNABY SIMON FRASER U,2016-03-26,49.2833,-122.9167,366,210
CA001101158,BURNABY SIMON FRASER U,2016-03-27,49.2833,-122.9167,366,0
CA001101158,BURNABY SIMON FRASER U,2016-03-28,49.2833,-122.9167,366,0
CA001101158,BURNABY SIMON FRASER U,2016-03-29,49.2833,-122.9167,366,0
CA001101158,BURNABY SIMON FRASER U,2016-03-30,49.2833,-122.9167,366,0
CA001101158,BURNABY SIMON FRASER U,2016-03-31,49.2833,-122.9167,366,0
CA001101158,BURNABY SIMON FRASER U,2016-04-01,49.2833,-122.9167,366,0
CA001101158,BURNABY SIMON FRASER U,2016-04-02,49.2833,-122.9167,366,0
CA001101158,BURNABY SIMON FRASER U,2016-04-03,49.2833,-122.9167,366,150
CA001101158,BURNABY SIMON FRASER U,2016-04-04,49.2833,-122.9167,366,0
CA001101158,BURNABY SIMON FRASER U,2016-04-05,49.2833,-122.9167,366,48
CA001101158,BURNABY SIMON FRASER U,2016-04-06,49.2833,-122.9167,366,8
CA001101158,BURNABY SIMON FRASER U,2016-04-07,49.2833,-122.9167,366,0
CA001101158,BURNABY SIMON FRASER U,2016-04-08,49.2833,-122.9167,366,0
CA001101158,BURNABY SIMON FRASER U,2016-04-09,49.2833,-122.9167,366,0
CA001101158,BURNABY SIMON FRASER U,2016-04-10,49.2833,-122.9167,366,0
CA001101158,BURNABY SIMON FRASER U,2016-04-11,49.2833,-122.9167,366,0
CA001101158,BURNABY SIMON FRASER U,2016-04-12,49.2833,-122.9167,366,120
CA001101158,BURNABY SIMON FRASER U,2016-04-13,49.2833,-122.9167,366,4
CA001101158,BURNABY SIMON FRASER U,2016-04-14,49.2833,-122.9167,366,0
CA001101158,BURNABY SIMON FRASER U,2016-04-15,49.2833,-122.9167,366,0
CA001101158,BURNABY SIMON FRASER U,2016-04-16,49.2833,-122.9167,366,0
CA001101158,BURNABY SIMON FRASER U,2016-04-17,49.2833,-122.9167,366,0
CA001101158,BURNABY SIMON FRASER U,2016-04-18,49.2833,-122.9167,366,0
CA001101158,BURNABY SIMON FRASER U,2016-04-19,49.2833,-122.9167,366,0
CA001101158,BURNABY SIMON FRASER U,2016-04-20,49.2833,-122.9167,366,0
CA001101158,BURNABY SIMON FRASER U,2016-04-21,49.2833,-122.9167,366,6
CA001101158,BURNABY SIMON FRASER U,2016-04-22,49.2833,-122.9167,366,22
CA001101158,BURNABY SIMON FRASER U,2016-04-23,49.2833,-122.9167,366,12
CA001101158,BURNABY SIMON FRASER U,2016-04-24,49.2833,-122.9167,366,4
CA001101158,BURNABY SIMON FRASER U,2016-04-25,49.2833,-122.9167,366,0
CA001101158,BURNABY SIMON FRASER U,2016-04-26,49.2833,-122.9167,366,0
CA001101158,BURNABY SIMON FRASER U,2016-04-27,49.2833,-122.9167,366,0
CA001101158,BURNABY SIMON FRASER U,2016-04-28,49.2833,-122.9167,366,0
CA001101158,BURNABY SIMON FRASER U,2016-04-29,49.2833,-122.9167,366,0
CA001101158,BURNABY SIMON FRASER U,2016-04-30,49.2833,-122.9167,366,0
CA001101158,BURNABY SIMON FRASER U,2016-05-01,49.2833,-122.9167,366,0
CA001101158,BURNABY SIMON FRASER U,2016-05-02,49.2833,-122.9167,366,14
CA001101158,BURNABY SIMON FRASER U,2016-05-03,49.2833,-122.9167,366,0
CA001101158,BURNABY SIMON FRASER U,2016-05-04,49.2833,-122.9167,366,0
CA001101158,BURNABY SIMON FRASER U,2016-05-05,49.2833,-122.9167,366,0
CA001101158,BURNABY SIMON FRASER U,2016-05-06,49.2833,-122.9167,366,0
CA001101158,BURNABY SIMON FRASER U,2016-05-17,49.2833,-122.9167,366,0
CA001101158,BURNABY SIMON FRASER U,2016-05-18,49.2833,-122.9167,366,0
CA001101158,BURNABY SIMON FRASER U,2016-05-19,49.2833,-122.9167,366,16
CA001101158,BURNABY SIMON FRASER U,2016-05-20,49.2833,-122.9167,366,0
CA001101158,BURNABY SIMON FRASER U,2016-05-21,49.2833,-122.9167,366,0
CA001101158,BURNABY SIMON FRASER U,2016-05-22,49.2833,-122.9167,366,6
CA001101158,BURNABY SIMON FRASER U,2016-05-23,49.2833,-122.9167,366,0
CA001101158,BURNABY SIMON FRASER U,2016-05-24,49.2833,-122.9167,366,0
CA001101158,BURNABY SIMON FRASER U,2016-05-25,49.2833,-122.9167,366,0
CA001101158,BURNABY SIMON FRASER U,2016-05-26,49.2833,-122.9167,366,144
CA001101158,BURNABY SIMON FRASER U,2016-05-27,49.2833,-122.9167,366,94
CA001101158,BURNABY SIMON FRASER U,2016-05-28,49.2833,-122.9167,366,332
CA001101158,BURNABY SIMON FRASER U,2016-05-29,49.2833,-122.9167,366,0
CA001101158,BURNABY SIMON FRASER U,2016-05-30,49.2833,-122.9167,366,0
CA001101158,BURNABY SIMON FRASER U,2016-05-31,49.2833,-122.9167,366,0
CA001101158,BURNABY SIMON FRASER U,2016-06-01,49.2833,-122.9167,366,148
CA001101158,BURNABY SIMON FRASER U,2016-06-04,49.2833,-122.9167,366,0
CA001101158,BURNABY SIMON FRASER U,2016-06-05,49.2833,-122.9167,366,0
CA001101158,BURNABY SIMON FRASER U,2016-06-06,49.2833,-122.9167,366,0
CA001101158,BURNABY SIMON FRASER U,2016-06-07,49.2833,-122.9167,366,0
CA001101158,BURNABY SIMON FRASER U,2016-06-08,49.2833,-122.9167,366,14
CA001101158,BURNABY SIMON FRASER U,2016-06-09,49.2833,-122.9167,366,0
CA001101158,BURNABY SIMON FRASER U,2016-06-10,49.2833,-122.9167,366,12
CA001101158,BURNABY SIMON FRASER U,2016-06-11,49.2833,-122.9167,366,56
CA001101158,BURNABY SIMON FRASER U,2016-06-12,49.2833,-122.9167,366,6
CA001101158,BURNABY SIMON FRASER U,2016-06-13,49.2833,-122.9167,366,14
CA001101158,BURNABY SIMON FRASER U,2016-06-14,49.2833,-122.9167,366,124
CA001101158,BURNABY SIMON FRASER U,2016-06-15,49.2833,-122.9167,366,4
CA001101158,BURNABY SIMON FRASER U,2016-06-19,49.2833,-122.9167,366,10
CA001101158,BURNABY SIMON FRASER U,2016-06-20,49.2833,-122.9167,366,0
CA001101158,BURNABY SIMON FRASER U,2016-06-21,49.2833,-122.9167,366,0
CA001101158,BURNABY SIMON FRASER U,2016-06-22,49.2833,-122.9167,366,40
CA001101158,BURNABY SIMON FRASER U,2016-06-25,49.2833,-122.9167,366,0
CA001101158,BURNABY SIMON FRASER U,2016-06-26,49.2833,-122.9167,366,0
CA001101158,BURNABY SIMON FRASER U,2016-06-27,49.2833,-122.9167,366,0
CA001101158,BURNABY SIMON FRASER U,2016-06-28,49.2833,-122.9167,366,0
CA001101158,BURNABY SIMON FRASER U,2016-07-06,49.2833,-122.9167,366,4
CA001101158,BURNABY SIMON FRASER U,2016-07-07,49.2833,-122.9167,366,54
CA001101158,BURNABY SIMON FRASER U,2016-07-08,49.2833,-122.9167,366,30
CA001101158,BURNABY SIMON FRASER U,2016-07-09,49.2833,-122.9167,366,254
CA001101158,BURNABY SIMON FRASER U,2016-07-10,49.2833,-122.9167,366,36
CA001101158,BURNABY SIMON FRASER U,2016-07-11,49.2833,-122.9167,366,14
CA001101158,BURNABY SIMON FRASER U,2016-07-12,49.2833,-122.9167,366,40
CA001101158,BURNABY SIMON FRASER U,2016-07-13,49.2833,-122.9167,366,0
CA001101158,BURNABY SIMON FRASER U,2016-07-14,49.2833,-122.9167,366,0
CA001101158,BURNABY SIMON FRASER U,2016-07-15,49.2833,-122.9167,366,0
CA001101158,BURNABY SIMON FRASER U,2016-07-16,49.2833,-122.9167,366,0
CA001101158,BURNABY SIMON FRASER U,2016-07-17,49.2833,-122.9167,366,10
CA001101158,BURNABY SIMON FRASER U,2016-07-18,49.2833,-122.9167,366,0
CA001101158,BURNABY SIMON FRASER U,2016-07-19,49.2833,-122.9167,366,0
CA001101158,BURNABY SIMON FRASER U,2016-07-20,49.2833,-122.9167,366,0
CA001101158,BURNABY SIMON FRASER U,2016-07-24,49.2833,-122.9167,366,0
CA001101158,BURNABY SIMON FRASER U,2016-07-26,49.2833,-122.9167,366,0
CA001101158,BURNABY SIMON FRASER U,2016-07-27,49.2833,-122.9167,366,0
CA001101158,BURNABY SIMON FRASER U,2016-07-29,49.2833,-122.9167,366,0
CA001101158,BURNABY SIMON FRASER U,2016-07-31,49.2833,-122.9167,366,0
CA001101158,BURNABY SIMON FRASER U,2016-08-01,49.2833,-122.9167,366,0
CA001101158,BURNABY SIMON FRASER U,2016-08-02,49.2833,-122.9167,366,46
CA001101158,BURNABY SIMON FRASER U,2016-08-03,49.2833,-122.9167,366,10
CA001101158,BURNABY SIMON FRASER U,2016-08-04,49.2833,-122.9167,366,0
CA001101158,BURNABY SIMON FRASER U,2016-08-05,49.2833,-122.9167,366,0
CA001101158,BURNABY SIMON FRASER U,2016-08-06,49.2833,-122.9167,366,0
CA001101158,BURNABY SIMON FRASER U,2016-08-07,49.2833,-122.9167,366,0
CA001101158,BURNABY SIMON FRASER U,2016-08-08,49.2833,-122.9167,366,0
CA001101158,BURNABY SIMON FRASER U,2016-08-10,49.2833,-122.9167,366,0
CA001101158,BURNABY SIMON FRASER U,2016-08-11,49.2833,-122.9167,366,0
CA001101158,BURNABY SIMON FRASER U,2016-08-12,49.2833,-122.9167,366,0
CA001101158,BURNABY SIMON FRASER U,2016-08-13,49.2833,-122.9167,366,0
CA001101158,BURNABY SIMON FRASER U,2016-08-14,49.2833,-122.9167,366,0
CA001101158,BURNABY SIMON FRASER U,2016-08-17,49.2833,-122.9167,366,0
CA001101158,BURNABY SIMON FRASER U,2016-08-18,49.2833,-122.9167,366,0
CA001101158,BURNABY SIMON FRASER U,2016-08-19,49.2833,-122.9167,366,0
CA001101158,BURNABY SIMON FRASER U,2016-08-20,49.2833,-122.9167,366,0
CA001101158,BURNABY SIMON FRASER U,2016-08-21,49.2833,-122.9167,366,0
CA001101158,BURNABY SIMON FRASER U,2016-08-22,49.2833,-122.9167,366,0
CA001101158,BURNABY SIMON FRASER U,2016-08-25,49.2833,-122.9167,366,0
CA001101158,BURNABY SIMON FRASER U,2016-08-26,49.2833,-122.9167,366,0
CA001101158,BURNABY SIMON FRASER U,2016-08-27,49.2833,-122.9167,366,0
CA001101158,BURNABY SIMON FRASER U,2016-08-28,49.2833,-122.9167,366,12
CA001101158,BURNABY SIMON FRASER U,2016-08-29,49.2833,-122.9167,366,0
CA001101158,BURNABY SIMON FRASER U,2016-08-30,49.2833,-122.9167,366,0
CA001101158,BURNABY SIMON FRASER U,2016-09-01,49.2833,-122.9167,366,362
CA001101158,BURNABY SIMON FRASER U,2016-09-02,49.2833,-122.9167,366,204
CA001101158,BURNABY SIMON FRASER U,2016-09-03,49.2833,-122.9167,366,42
CA001101158,BURNABY SIMON FRASER U,2016-09-04,49.2833,-122.9167,366,0
CA001101158,BURNABY SIMON FRASER U,2016-09-05,49.2833,-122.9167,366,26
CA001101158,BURNABY SIMON FRASER U,2016-09-06,49.2833,-122.9167,366,4
CA001101158,BURNABY SIMON FRASER U,2016-09-07,49.2833,-122.9167,366,50
CA001101158,BURNABY SIMON FRASER U,2016-09-08,49.2833,-122.9167,366,0
CA001101158,BURNABY SIMON FRASER U,2016-09-19,49.2833,-122.9167,366,152
CA001101158,BURNABY SIMON FRASER U,2016-09-20,49.2833,-122.9167,366,4
CA001101158,BURNABY SIMON FRASER U,2016-09-21,49.2833,-122.9167,366,0
CA001101158,BURNABY SIMON FRASER U,2016-09-22,49.2833,-122.9167,366,0
CA001101158,BURNABY SIMON FRASER U,2016-09-23,49.2833,-122.9167,366,112
CA001101158,BURNABY SIMON FRASER U,2016-09-24,49.2833,-122.9167,366,0
CA001101158,BURNABY SIMON FRASER U,2016-09-25,49.2833,-122.9167,366,0
CA001101158,BURNABY SIMON FRASER U,2016-09-26,49.2833,-122.9167,366,0
CA001101158,BURNABY SIMON FRASER U,2016-09-27,49.2833,-122.9167,366,0
CA001101158,BURNABY SIMON FRASER U,2016-09-28,49.2833,-122.9167,366,0
CA001101158,BURNABY SIMON FRASER U,2016-09-29,49.2833,-122.9167,366,0
CA001101158,BURNABY SIMON FRASER U,2016-09-30,49.2833,-122.9167,366,0
CA001101158,BURNABY SIMON FRASER U,2016-10-01,49.2833,-122.9167,366,40
CA001101158,BURNABY SIMON FRASER U,2016-10-03,49.2833,-122.9167,366,60
CA001101158,BURNABY SIMON FRASER U,2016-10-04,49.2833,-122.9167,366,0
CA001101158,BURNABY SIMON FRASER U,2016-10-14,49.2833,-122.9167,366,146
CA001101158,BURNABY SIMON FRASER U,2016-10-15,49.2833,-122.9167,366,154
CA001101158,BURNABY SIMON FRASER U,2016-10-16,49.2833,-122.9167,366,194
CA001101158,BURNABY SIMON FRASER U,2016-10-17,49.2833,-122.9167,366,222
CA001101158,BURNABY SIMON FRASER U,2016-10-18,49.2833,-122.9167,366,118
CA001101158,BURNABY SIMON FRASER U,2016-10-19,49.2833,-122.9167,366,189
CA001101158,BURNABY SIMON FRASER U,2016-10-20,49.2833,-122.9167,366,72
CA001101158,BURNABY SIMON FRASER U,2016-10-21,49.2833,-122.9167,366,103
CA001101158,BURNABY SIMON FRASER U,2016-10-22,49.2833,-122.9167,366,25
CA001101158,BURNABY SIMON FRASER U,2016-10-23,49.2833,-122.9167,366,22
CA001101158,BURNABY SIMON FRASER U,2016-10-24,49.2833,-122.9167,366,30
CA001101158,BURNABY SIMON FRASER U,2016-10-25,49.2833,-122.9167,366,4
CA001101158,BURNABY SIMON FRASER U,2016-10-26,49.2833,-122.9167,366,40
CA001101158,BURNABY SIMON FRASER U,2016-10-28,49.2833,-122.9167,366,4
CA001101158,BURNABY SIMON FRASER U,2016-10-29,49.2833,-122.9167,366,6
CA001101158,BURNABY SIMON FRASER U,2016-10-31,49.2833,-122.9167,366,0
CA001101158,BURNABY SIMON FRASER U,2016-11-01,49.2833,-122.9167,366,320
CA001101158,BURNABY SIMON FRASER U,2016-11-02,49.2833,-122.9167,366,240
CA001101158,BURNABY SIMON FRASER U,2016-11-03,49.2833,-122.9167,366,10
CA001101158,BURNABY SIMON FRASER U,2016-11-08,49.2833,-122.9167,366,0
CA001101158,BURNABY SIMON FRASER U,2016-11-09,49.2833,-122.9167,366,44
CA001101158,BURNABY SIMON FRASER U,2016-11-10,49.2833,-122.9167,366,0
CA001101158,BURNABY SIMON FRASER U,2016-11-11,49.2833,-122.9167,366,90
CA001101158,BURNABY SIMON FRASER U,2016-11-12,49.2833,-122.9167,366,54
CA001101158,BURNABY SIMON FRASER U,2016-11-13,49.2833,-122.9167,366,244
CA001101158,BURNABY SIMON FRASER U,2016-11-14,49.2833,-122.9167,366,40
CA001101158,BURNABY SIMON FRASER U,2016-11-15,49.2833,-122.9167,366,30
CA001101158,BURNABY SIMON FRASER U,2016-11-16,49.2833,-122.9167,366,125
CA001101158,BURNABY SIMON FRASER U,2016-11-17,49.2833,-122.9167,366,22
CA001101158,BURNABY SIMON FRASER U,2016-11-18,49.2833,-122.9167,366,16
CA001101158,BURNABY SIMON FRASER U,2016-11-19,49.2833,-122.9167,366,22
CA001101158,BURNABY SIMON FRASER U,2016-11-20,49.2833,-122.9167,366,92
CA001101158,BURNABY SIMON FRASER U,2016-11-30,49.2833,-122.9167,366,0
CA001101158,BURNABY SIMON FRASER U,2016-12-01,49.2833,-122.9167,366,202
CA001101158,BURNABY SIMON FRASER U,2016-12-02,49.2833,-122.9167,366,206
CA001101158,BURNABY SIMON FRASER U,2016-12-03,49.2833,-122.9167,366,44
CA001101158,BURNABY SIMON FRASER U,2016-12-04,49.2833,-122.9167,366,130
CA001101158,BURNABY SIMON FRASER U,2016-12-05,49.2833,-122.9167,366,730
CA001101158,BURNABY SIMON FRASER U,2016-12-06,49.2833,-122.9167,366,0
CA001101158,BURNABY SIMON FRASER U,2016-12-07,49.2833,-122.9167,366,0
CA001101158,BURNABY SIMON FRASER U,2016-12-10,49.2833,-122.9167,366,20
CA001101158,BURNABY SIMON FRASER U,2016-12-11,49.2833,-122.9167,366,260
CA001101158,BURNABY SIMON FRASER U,2016-12-12,49.2833,-122.9167,366,54
CA001101158,BURNABY SIMON FRASER U,2016-12-13,49.2833,-122.9167,366,0
CA001101158,BURNABY SIMON FRASER U,2016-12-14,49.2833,-122.9167,366,0
CA001101158,BURNABY SIMON FRASER U,2016-12-15,49.2833,-122.9167,366,0
CA001101158,BURNABY SIMON FRASER U,2016-12-17,49.2833,-122.9167,366,20
CA001101158,BURNABY SIMON FRASER U,2016-12-18,49.2833,-122.9167,366,180
CA001101158,BURNABY SIMON FRASER U,2016-12-30,49.2833,-122.9167,366,0
CA003031092,CALGARY INTL A,2016-01-01,51.1167,-114.0167,1084,0
CA003031092,CALGARY INTL A,2016-01-02,51.1167,-114.0167,1084,0
CA003031092,CALGARY INTL A,2016-01-03,51.1167,-114.0167,1084,0
CA003031092,CALGARY INTL A,2016-01-04,51.1167,-114.0167,1084,0
CA003031092,CALGARY INTL A,2016-01-05,51.1167,-114.0167,1084,0
CA003031092,CALGARY INTL A,2016-01-06,51.1167,-114.0167,1084,0
CA003031092,CALGARY INTL A,2016-01-07,51.1167,-114.0167,1084,32
CA003031092,CALGARY INTL A,2016-01-08,51.1167,-114.0167,1084,0
CA003031092,CALGARY INTL A,2016-01-09,51.1167,-114.0167,1084,0
CA003031092,CALGARY INTL A,2016-01-10,51.1167,-114.0167,1084,0
CA003031092,CALGARY INTL A,2016-01-11,51.1167,-114.0167,1084,0
CA003031092,CALGARY INTL A,2016-01-12,51.1167,-114.0167,1084,0
CA003031092,CALGARY INTL A,2016-01-13,51.1167,-114.0167,1084,0
CA003031092,CALGARY INTL A,2016-01-14,51.1167,-114.0167,1084,4
CA003031092,CALGARY INTL A,2016-01-15,51.1167,-114.0167,1084,17
CA003031092,CALGARY INTL A,2016-01-16,51.1167,-114.0167,1084,10
CA003031092,CALGARY INTL A,2016-01-17,51.1167,-114.0167,1084,2
CA003031092,CALGARY INTL A,2016-01-18,51.1167,-114.0167,1084,0
CA003031092,CALGARY INTL A,2016-01-19,51.1167,-114.0167,1084,0
CA003031092,CALGARY INTL A,2016-01-20,51.1167,-114.0167,1084,2
CA003031092,CALGARY INTL A,2016-01-21,51.1167,-114.0167,1084,0
CA003031092,CALGARY INTL A,2016-01-22,51.1167,-114.0167,1084,0
CA003031092,CALGARY INTL A,2016-01-23,51.1167,-114.0167,1084,2
CA003031092,CALGARY INTL A,2016-01-24,51.1167,-114.0167,1084,52
CA003031092,CALGARY INTL A,2016-01-25,51.1167,-114.0167,1084,0
CA003031092,CALGARY INTL A,2016-01-26,51.1167,-114.0167,1084,0
CA003031092,CALGARY INTL A,2016-01-27,51.1167,-114.0167,1084,0
CA003031092,CALGARY INTL A,2016-01-28,51.1167,-114.0167,1084,0
CA003031092,CALGARY INTL A,2016-01-29,51.1167,-114.0167,1084,0
CA003031092,CALGARY INTL A,2016-01-30,51.1167,-114.0167,1084,0
CA003031092,CALGARY INTL A,2016-01-31,51.1167,-114.0167,1084,0
CA003031092,CALGARY INTL A,2016-02-01,51.1167,-114.0167,1084,0
CA003031092,CALGARY INTL A,2016-02-02,51.1167,-114.0167,1084,0
CA003031092,CALGARY INTL A,2016-02-03,51.1167,-114.0167,1084,0
CA003031092,CALGARY INTL A,2016-02-04,51.1167,-114.0167,1084,0
CA003031092,CALGARY INTL A,2016-02-05,51.1167,-114.0167,1084,0
CA003031092,CALGARY INTL A,2016-02-06,51.1167,-114.0167,1084,0
CA003031092,CALGARY INTL A,2016-02-07,51.1167,-114.0167,1084,0
CA003031092,CALGARY INTL A,2016-02-08,51.1167,-114.0167,1084,0
CA003031092,CALGARY INTL A,2016-02-09,51.1167,-114.0167,1084,0
CA003031092,CALGARY INTL A,2016-02-10,51.1167,-114.0167,1084,0
CA003031092,CALGARY INTL A,2016-02-11,51.1167,-114.0167,1084,0
CA003031092,CALGARY INTL A,2016-02-12,51.1167,-114.0167,1084,0
CA003031092,CALGARY INTL A,2016-02-13,51.1167,-114.0167,1084,0
CA003031092,CALGARY INTL A,2016-02-14,51.1167,-114.0167,1084,0
CA003031092,CALGARY INTL A,2016-02-15,51.1167,-114.0167,1084,0
CA003031092,CALGARY INTL A,2016-02-16,51.1167,-114.0167,1084,0
CA003031092,CALGARY INTL A,2016-02-17,51.1167,-114.0167,1084,0
CA003031092,CALGARY INTL A,2016-02-18,51.1167,-114.0167,1084,0
CA003031092,CALGARY INTL A,2016-02-19,51.1167,-114.0167,1084,2
CA003031092,CALGARY INTL A,2016-02-20,51.1167,-114.0167,1084,0
CA003031092,CALGARY INTL A,2016-02-21,51.1167,-114.0167,1084,0
CA003031092,CALGARY INTL A,2016-02-22,51.1167,-114.0167,1084,0
CA003031092,CALGARY INTL A,2016-02-23,51.1167,-114.0167,1084,0
CA003031092,CALGARY INTL A,2016-02-24,51.1167,-114.0167,1084,0
CA003031092,CALGARY INTL A,2016-02-25,51.1167,-114.0167,1084,0
CA003031092,CALGARY INTL A,2016-02-26,51.1167,-114.0167,1084,0
CA003031092,CALGARY INTL A,2016-02-27,51.1167,-114.0167,1084,4
CA003031092,CALGARY INTL A,2016-02-28,51.1167,-114.0167,1084,0
